odds_source,profile,lookback_months,min_active_months,min_bets,min_roi,bets,profit,roi_pct,max_drawdown,active_months,positive_months,negative_months,positive_seasons,negative_seasons,latest_season,latest_season_bets,latest_season_profit,verdict,passes_gate,fail_reasons
AVG_CLOSE,default,12,6,50,0.02,122,4.82,3.95,9.65,21,13,8,3,1,2023-24,50,0.56,candidate_positive_but_unstable,False,['drawdown>profit']
AVG_CLOSE,lookback18,18,6,50,0.02,331,17.2,5.2,13.36,58,32,26,7,2,2024-25,9,1.75,not_enough_recent_evidence,False,['latest_season_bets<10']
AVG_CLOSE,stricter_selection,12,8,80,0.04,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
PS_CLOSE,default,12,6,50,0.02,164,1.9,1.16,12.34,29,16,13,3,4,2023-24,59,-1.21,not_enough_recent_evidence,False,"['roi<3%', 'drawdown>profit', 'latest_season_profit<0', 'positive_seasons<=negative_seasons']"
PS_CLOSE,lookback18,18,6,50,0.02,370,17.86,4.83,12.86,63,36,27,7,3,2023-24,69,3.65,research_candidate_requires_live_shadow,True,[]
PS_CLOSE,stricter_selection,12,8,80,0.04,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
MAX_CLOSE,default,12,6,50,0.02,146,-15.46,-10.59,18.85,26,11,15,1,5,2024-25,3,-3.0,rejected_negative_edge,False,"['roi<3%', 'profit<=0', 'positive_months<=negative_months', 'drawdown>profit', 'latest_season_bets<10', 'latest_season_profit<0', 'positive_seasons<=negative_seasons']"
MAX_CLOSE,lookback18,18,6,50,0.02,343,7.6,2.22,17.11,59,31,28,5,5,2024-25,7,-7.0,not_enough_recent_evidence,False,"['roi<3%', 'drawdown>profit', 'latest_season_bets<10', 'latest_season_profit<0', 'positive_seasons<=negative_seasons']"
MAX_CLOSE,stricter_selection,12,8,80,0.04,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
B365_CLOSE,default,12,6,50,0.02,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
B365_CLOSE,lookback18,18,6,50,0.02,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
B365_CLOSE,stricter_selection,12,8,80,0.04,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
