candidate_id,band_low,band_high,rules,window_count,passed_windows,pass_rate,active_window_count,active_passed_windows,active_pass_rate,min_active_windows,source_count,source_passes,source_pass_rate,total_bets,total_staked,total_profit,combined_roi_pct,worst_window_roi_pct,worst_source_roi_pct,source_summary,decision,combined_portfolio_profit,combined_portfolio_roi_pct
market-bias-i2-draw-2.80-3.50-plus-sp1-home-v1,2.8,3.5,"['league|outcome|custom_i2_draw_band=I2|draw|[2.80,3.50)', 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]']",12,3,0.25,10,3,0.3,12,2,2,1.0,1331,13310.0,341.9,2.57,-18.42,0.8,"[{'odds_source': 'AVG_CLOSE', 'windows': 6, 'active_windows': 5, 'passed_windows': 2, 'active_passed_windows': 2, 'profit': 46.1, 'roi_pct': 0.8}, {'odds_source': 'AVG_OPEN', 'windows': 6, 'active_windows': 5, 'passed_windows': 1, 'active_passed_windows': 1, 'profit': 295.8, 'roi_pct': 3.92}]",RESEARCH_ONLY_UNSTABLE_WINDOWS,378.1,4.41
market-bias-i2-draw-2.80-3.30-plus-sp1-home-v1,2.8,3.3,"['league|outcome|custom_i2_draw_band=I2|draw|[2.80,3.30)', 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]']",12,3,0.25,10,3,0.3,12,2,2,1.0,980,9800.0,201.7,2.06,-18.42,0.72,"[{'odds_source': 'AVG_CLOSE', 'windows': 6, 'active_windows': 5, 'passed_windows': 2, 'active_passed_windows': 2, 'profit': 164.4, 'roi_pct': 3.56}, {'odds_source': 'AVG_OPEN', 'windows': 6, 'active_windows': 5, 'passed_windows': 1, 'active_passed_windows': 1, 'profit': 37.3, 'roi_pct': 0.72}]",RESEARCH_ONLY_UNSTABLE_WINDOWS,244.9,4.03
market-bias-i2-draw-2.80-3.40-plus-sp1-home-v1,2.8,3.4,"['league|outcome|custom_i2_draw_band=I2|draw|[2.80,3.40)', 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]']",12,2,0.1667,10,2,0.2,12,2,1,0.5,1102,11020.0,264.2,2.4,-18.42,0.33,"[{'odds_source': 'AVG_CLOSE', 'windows': 6, 'active_windows': 5, 'passed_windows': 2, 'active_passed_windows': 2, 'profit': 17.4, 'roi_pct': 0.33}, {'odds_source': 'AVG_OPEN', 'windows': 6, 'active_windows': 5, 'passed_windows': 0, 'active_passed_windows': 0, 'profit': 246.8, 'roi_pct': 4.24}]",RESEARCH_ONLY_UNSTABLE_WINDOWS,252.3,3.65
market-bias-i2-draw-3.00-3.50-plus-sp1-home-v1,3.0,3.5,"['league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.50)', 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]']",12,1,0.0833,9,1,0.1111,12,2,1,0.5,700,7000.0,30.9,0.44,-26.67,-3.19,"[{'odds_source': 'AVG_CLOSE', 'windows': 6, 'active_windows': 4, 'passed_windows': 0, 'active_passed_windows': 0, 'profit': -65.1, 'roi_pct': -3.19}, {'odds_source': 'AVG_OPEN', 'windows': 6, 'active_windows': 5, 'passed_windows': 1, 'active_passed_windows': 1, 'profit': 96.0, 'roi_pct': 1.94}]",RESEARCH_ONLY_UNSTABLE_WINDOWS,118.3,2.52
market-bias-i2-draw-2.90-3.30-plus-sp1-home-v1,2.9,3.3,"['league|outcome|custom_i2_draw_band=I2|draw|[2.90,3.30)', 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]']",12,1,0.0833,10,1,0.1,12,2,1,0.5,819,8190.0,128.2,1.57,-18.42,-3.74,"[{'odds_source': 'AVG_CLOSE', 'windows': 6, 'active_windows': 5, 'passed_windows': 0, 'active_passed_windows': 0, 'profit': -148.9, 'roi_pct': -3.74}, {'odds_source': 'AVG_OPEN', 'windows': 6, 'active_windows': 5, 'passed_windows': 1, 'active_passed_windows': 1, 'profit': 277.1, 'roi_pct': 6.58}]",RESEARCH_ONLY_UNSTABLE_WINDOWS,159.9,3.1
market-bias-i2-draw-2.90-3.50-plus-sp1-home-v1,2.9,3.5,"['league|outcome|custom_i2_draw_band=I2|draw|[2.90,3.50)', 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]']",12,1,0.0833,10,1,0.1,12,2,1,0.5,870,8700.0,-8.1,-0.09,-18.42,-4.93,"[{'odds_source': 'AVG_CLOSE', 'windows': 6, 'active_windows': 5, 'passed_windows': 0, 'active_passed_windows': 0, 'profit': -156.3, 'roi_pct': -4.93}, {'odds_source': 'AVG_OPEN', 'windows': 6, 'active_windows': 5, 'passed_windows': 1, 'active_passed_windows': 1, 'profit': 148.2, 'roi_pct': 2.68}]",REJECT_UNSTABLE,111.5,1.96
market-bias-i2-draw-3.00-3.40-plus-sp1-home-v1,3.0,3.4,"['league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.40)', 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]']",12,0,0.0,10,0,0.0,12,2,0,0.0,636,6360.0,114.2,1.8,-18.42,-5.83,"[{'odds_source': 'AVG_CLOSE', 'windows': 6, 'active_windows': 5, 'passed_windows': 0, 'active_passed_windows': 0, 'profit': -127.1, 'roi_pct': -5.83}, {'odds_source': 'AVG_OPEN', 'windows': 6, 'active_windows': 5, 'passed_windows': 0, 'active_passed_windows': 0, 'profit': 241.3, 'roi_pct': 5.77}]",REJECT_UNSTABLE,130.9,3.21
market-bias-i2-draw-3.00-3.30-plus-sp1-home-v1,3.0,3.3,"['league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.30)', 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]']",12,0,0.0,9,0,0.0,12,2,0,0.0,493,4930.0,18.8,0.38,-26.67,-1.61,"[{'odds_source': 'AVG_CLOSE', 'windows': 6, 'active_windows': 4, 'passed_windows': 0, 'active_passed_windows': 0, 'profit': -26.4, 'roi_pct': -1.61}, {'odds_source': 'AVG_OPEN', 'windows': 6, 'active_windows': 5, 'passed_windows': 0, 'active_passed_windows': 0, 'profit': 45.2, 'roi_pct': 1.37}]",REJECT_UNSTABLE,116.5,3.78
market-bias-i2-draw-2.90-3.40-plus-sp1-home-v1,2.9,3.4,"['league|outcome|custom_i2_draw_band=I2|draw|[2.90,3.40)', 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]']",12,0,0.0,10,0,0.0,12,2,0,0.0,949,9490.0,-97.1,-1.02,-18.42,-7.78,"[{'odds_source': 'AVG_CLOSE', 'windows': 6, 'active_windows': 5, 'passed_windows': 0, 'active_passed_windows': 0, 'profit': -312.1, 'roi_pct': -7.78}, {'odds_source': 'AVG_OPEN', 'windows': 6, 'active_windows': 5, 'passed_windows': 0, 'active_passed_windows': 0, 'profit': 215.0, 'roi_pct': 3.92}]",REJECT_UNSTABLE,19.1,0.32
market-bias-i2-draw-3.10-3.50-plus-sp1-home-v1,3.1,3.5,"['league|outcome|custom_i2_draw_band=I2|draw|[3.10,3.50)', 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]']",12,0,0.0,8,0,0.0,12,2,0,0.0,226,2260.0,-127.4,-5.64,-26.67,-17.02,"[{'odds_source': 'AVG_CLOSE', 'windows': 6, 'active_windows': 4, 'passed_windows': 0, 'active_passed_windows': 0, 'profit': -143.0, 'roi_pct': -17.02}, {'odds_source': 'AVG_OPEN', 'windows': 6, 'active_windows': 4, 'passed_windows': 0, 'active_passed_windows': 0, 'profit': 15.6, 'roi_pct': 1.1}]",REJECT_UNSTABLE,17.2,1.08
