odds_source,profile,lookback_months,min_active_months,min_bets,min_roi,bets,profit,roi_pct,max_drawdown,active_months,positive_months,negative_months,positive_seasons,negative_seasons,latest_season,latest_season_bets,latest_season_profit,verdict,passes_gate,fail_reasons
AVG_CLOSE,default,12,6,50,0.02,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
AVG_CLOSE,lookback18,18,6,50,0.02,26,-11.05,-42.5,13.15,6,3,3,2,3,2023-24,3,0.1,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'drawdown>profit', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
AVG_CLOSE,stricter_selection,12,8,80,0.04,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
PS_CLOSE,default,12,6,50,0.02,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
PS_CLOSE,lookback18,18,6,50,0.02,41,-6.02,-14.68,13.52,10,5,5,2,3,2020-21,1,-1.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'drawdown>profit', 'latest_season_bets<10', 'latest_season_profit<0', 'positive_seasons<=negative_seasons']"
PS_CLOSE,stricter_selection,12,8,80,0.04,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
MAX_CLOSE,default,12,6,50,0.02,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
MAX_CLOSE,lookback18,18,6,50,0.02,54,-5.79,-10.72,18.64,11,6,5,3,3,2023-24,4,2.26,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'drawdown>profit', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
MAX_CLOSE,stricter_selection,12,8,80,0.04,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
B365_CLOSE,default,12,6,50,0.02,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
B365_CLOSE,lookback18,18,6,50,0.02,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
B365_CLOSE,stricter_selection,12,8,80,0.04,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
