columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
outcome|odds_bucket,"away|[1.0,1.8)",187,3.17,1.7,84,49,35,2026-05,-0.57,28.1865
league|outcome|odds_bucket,"NOR|away|[1.0,1.8)",187,3.17,1.7,84,49,35,2026-05,-0.57,28.1865
outcome|odds_bucket|favorite_relation,"away|[1.0,1.8)|market_favorite",187,3.17,1.7,84,49,35,2026-05,-0.57,28.1865
odds_bucket|market_prob_bucket,"[1.8,2.2)|[0.42,0.55)",1102,13.88,1.26,124,69,55,2026-05,-2.67,28.1385
league|odds_bucket|market_prob_bucket,"NOR|[1.8,2.2)|[0.42,0.55)",1102,13.88,1.26,124,69,55,2026-05,-2.67,28.1385
odds_bucket|market_prob_bucket|favorite_relation,"[1.8,2.2)|[0.42,0.55)|market_favorite",1102,13.88,1.26,124,69,55,2026-05,-2.67,28.1385
odds_bucket,"[1.8,2.2)",1103,12.88,1.17,124,69,55,2026-05,-2.67,28.1284
league|odds_bucket,"NOR|[1.8,2.2)",1103,12.88,1.17,124,69,55,2026-05,-2.67,28.1284
odds_bucket|favorite_relation,"[1.8,2.2)|market_favorite",1103,12.88,1.17,124,69,55,2026-05,-2.67,28.1284
league|odds_bucket|favorite_relation,"NOR|[1.8,2.2)|market_favorite",1103,12.88,1.17,124,69,55,2026-05,-2.67,28.1284
outcome|odds_bucket,"home|[1.8,2.2)",785,4.69,0.6,124,66,58,2026-05,1.33,16.0657
league|outcome|odds_bucket,"NOR|home|[1.8,2.2)",785,4.69,0.6,124,66,58,2026-05,1.33,16.0657
outcome|odds_bucket|market_prob_bucket,"home|[1.8,2.2)|[0.42,0.55)",785,4.69,0.6,124,66,58,2026-05,1.33,16.0657
outcome|odds_bucket|favorite_relation,"home|[1.8,2.2)|market_favorite",785,4.69,0.6,124,66,58,2026-05,1.33,16.0657
outcome|odds_bucket|market_prob_bucket,"away|[1.8,2.2)|[0.42,0.55)",317,9.19,2.9,110,57,53,2026-05,-4.0,8.3189
outcome|odds_bucket,"away|[1.8,2.2)",318,8.19,2.58,110,57,53,2026-05,-4.0,8.2833
league|outcome|odds_bucket,"NOR|away|[1.8,2.2)",318,8.19,2.58,110,57,53,2026-05,-4.0,8.2833
outcome|odds_bucket|favorite_relation,"away|[1.8,2.2)|market_favorite",318,8.19,2.58,110,57,53,2026-05,-4.0,8.2833
outcome|odds_bucket|favorite_relation,"away|[2.2,2.8)|market_non_favorite",189,18.3,9.68,99,51,48,2026-05,-1.0,7.0651
outcome|market_prob_bucket|favorite_relation,"away|[0.34,0.42)|market_non_favorite",154,8.86,5.75,89,46,43,2026-05,-1.0,6.6329
