bet_date,settlement_date,league,home_team,away_team,outcome,actual_result,odds,stake,won,profit,rule_label,month,season
2017-03-04,2017-03-05,USA,Real Salt Lake,Toronto FC,home,draw,2.71,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-03,2016-17
2017-03-05,2017-03-06,USA,Houston Dynamo,Seattle Sounders,home,home,2.48,10.0,True,14.8,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-03,2016-17
2017-03-06,2017-03-07,USA,Atlanta Utd,New York Red Bulls,home,away,2.5,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-03,2016-17
2017-03-11,2017-03-12,USA,Philadelphia Union,Toronto FC,home,draw,2.96,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-03,2016-17
2017-03-12,2017-03-13,USA,CF Montreal,Seattle Sounders,home,draw,2.31,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-03,2016-17
2017-03-18,2017-03-19,USA,Vancouver Whitecaps,Toronto FC,home,away,2.52,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-03,2016-17
2017-03-19,2017-03-20,USA,Seattle Sounders,New York Red Bulls,home,home,2.09,10.0,True,10.9,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-03,2016-17
2017-04-01,2017-04-02,NOR,Kristiansund,Molde,home,away,3.89,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|NOR,2017-04,2016-17
2017-04-02,2017-04-03,NOR,Stabaek,Aalesund,home,home,2.83,10.0,True,18.3,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|NOR,2017-04,2016-17
2017-04-03,2017-04-04,NOR,Valerenga,Viking,home,home,1.87,10.0,True,8.7,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|NOR,2017-04,2016-17
2017-04-05,2017-04-06,NOR,Aalesund,Sarpsborg 08,home,away,2.72,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|NOR,2017-04,2016-17
2017-04-06,2017-04-07,NOR,Haugesund,Valerenga,home,home,2.57,10.0,True,15.7,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|NOR,2017-04,2016-17
2017-04-08,2017-04-09,USA,DC United,New York City,home,home,2.37,10.0,True,13.7,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-04,2016-17
2017-04-09,2017-04-10,NOR,Stabaek,Odd,home,home,3.77,10.0,True,27.7,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|NOR,2017-04,2016-17
2017-04-10,2017-04-11,NOR,Kristiansund,Brann,home,home,3.98,10.0,True,29.8,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|NOR,2017-04,2016-17
2017-04-15,2017-04-16,USA,Vancouver Whitecaps,Seattle Sounders,home,home,2.88,10.0,True,18.8,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-04,2016-17
2017-04-16,2017-04-17,USA,Columbus Crew,Toronto FC,home,home,2.28,10.0,True,12.8,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-04,2016-17
2017-04-17,2017-04-18,NOR,Stabaek,Sarpsborg 08,home,home,3.02,10.0,True,20.2,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|NOR,2017-04,2016-17
2017-04-20,2017-04-21,USA,New England Revolution,San Jose Earthquakes,home,draw,1.85,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-04,2016-17
2017-04-22,2017-04-23,USA,Philadelphia Union,CF Montreal,home,draw,2.05,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-04,2016-17
2017-04-23,2017-04-24,NOR,Lillestrom,Brann,home,away,2.71,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|NOR,2017-04,2016-17
2017-04-24,2017-04-25,NOR,Haugesund,Molde,home,draw,3.23,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|NOR,2017-04,2016-17
2017-04-29,2017-04-30,USA,CF Montreal,Vancouver Whitecaps,home,away,1.88,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-04,2016-17
2017-04-30,2017-05-01,NOR,Kristiansund,Stromsgodset,home,home,3.95,10.0,True,29.5,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|NOR,2017-04,2016-17
2017-05-01,2017-05-02,NOR,Sarpsborg 08,Rosenborg,home,away,3.88,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|NOR,2017-05,2016-17
2017-05-06,2017-05-07,USA,Colorado Rapids,Vancouver Whitecaps,home,away,2.33,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-05,2016-17
2017-05-07,2017-05-08,USA,Minnesota United,Sporting Kansas City,home,home,3.45,10.0,True,24.5,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-05,2016-17
2017-05-08,2017-05-09,NOR,Lillestrom,Odd,home,away,2.32,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|NOR,2017-05,2016-17
2017-05-11,2017-05-12,USA,Columbus Crew,Toronto FC,home,away,2.32,10.0,False,-10.0,PS_CLOSE_rulesusa_nor_bra_train30_n360_ev0p02_top1_ridge10_cap0.03_val6_tail30_odds1.8_4|USA,2017-05,2016-17
