month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,maximum_odds,validation_rmse_pct,average_closing_edge_pct,positive_clv_rate,outcome_counts
2024-08,2023-08-01..2024-07-31,ABSTAIN_INNER_VALIDATION,4,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-09,2023-09-01..2024-08-31,ABSTAIN_INNER_VALIDATION,337,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2024-10,2023-10-01..2024-09-30,ABSTAIN_INNER_VALIDATION,759,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-11,2023-11-01..2024-10-31,ABSTAIN_INNER_VALIDATION,1162,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2025-01,2024-01-01..2024-12-31,ABSTAIN_INNER_VALIDATION,2007,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2025-02,2024-02-01..2025-01-31,FROZEN_MODEL_EVALUATED,2439,18,11,2.69,1.02,37.92,2800.0,463.0,100.0,0.0,5.0,7.8977,3.8252,0.8889,"{'away': 2, 'draw': 14, 'home': 2}"
2025-03,2024-03-01..2025-02-28,FROZEN_MODEL_EVALUATED,2902,8,7,1.04,-0.2,-19.23,3100.0,438.0,100.0,0.0,5.0,8.0012,5.9594,0.875,"{'draw': 6, 'away': 2}"
2025-04,2024-04-01..2025-03-31,FROZEN_MODEL_EVALUATED,3340,10,6,1.3,-0.57,-43.85,3000.0,443.0,100.0,0.0,5.0,7.339,1.167,0.5,{'draw': 10}
2025-05,2024-05-01..2025-04-30,FROZEN_MODEL_EVALUATED,3783,15,8,3.05,1.28,41.97,3100.0,314.0,1.0,0.0,5.0,7.5335,1.5087,0.4667,"{'away': 5, 'draw': 6, 'home': 4}"
2025-08,2024-08-01..2025-07-31,ABSTAIN_INNER_VALIDATION,4101,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2025-09,2024-09-01..2025-08-31,ABSTAIN_INNER_VALIDATION,4182,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2025-10,2024-10-01..2025-09-30,FROZEN_MODEL_EVALUATED,4174,8,7,1.67,-0.33,-19.76,3100.0,416.0,100.0,0.25,5.0,8.6122,2.388,0.625,"{'away': 6, 'home': 2}"
2025-11,2024-11-01..2025-10-31,FROZEN_MODEL_EVALUATED,4187,10,7,2.62,0.63,24.05,3000.0,441.0,10.0,0.25,5.0,8.3635,13.8337,0.9,"{'away': 7, 'home': 2, 'draw': 1}"
2026-01,2025-01-01..2025-12-31,FROZEN_MODEL_EVALUATED,4187,7,6,1.37,0.65,47.45,3100.0,431.0,1.0,0.25,5.0,8.2043,4.0485,0.7143,{'away': 7}
2026-02,2025-02-01..2026-01-31,FROZEN_MODEL_EVALUATED,4186,1,1,0.1,0.35,350.0,2800.0,391.0,10.0,0.25,5.0,8.2585,4.5603,1.0,{'home': 1}
2026-03,2025-03-01..2026-02-28,FROZEN_MODEL_EVALUATED,4114,1,1,0.13,-0.13,-100.0,3100.0,350.0,10.0,0.25,5.0,8.07,-9.2174,0.0,{'away': 1}
