date,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_prob_bucket,favorite_relation,stake,won,profit,rule_label,month
2023-11-05,G1,Panetolikos,Asteras Tripolis,draw,away,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2023-11
2023-11-05,G1,Giannina,Volos NFC,draw,draw,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.25,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2023-11
2023-11-05,I2,Cremonese,Spezia,draw,home,3.4,"[2.8,3.5)","[0.20,0.28)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-06,G1,Panserraikos,OFI Crete,draw,home,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2023-11
2023-11-08,I2,Lecco,Spezia,draw,draw,3.4,"[2.8,3.5)","[0.20,0.28)",market_non_favorite,1.0,True,2.4,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-10,I2,Venezia,Catanzaro,draw,home,3.4,"[2.8,3.5)","[0.20,0.28)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-11,P1,Guimaraes,Porto,away,away,1.7,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,True,0.7,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2023-11
2023-11-11,I2,Sudtirol,Pisa,draw,away,3.0,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-11,I2,Modena,Sampdoria,draw,away,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-11,I2,FeralpiSalo,Bari,draw,draw,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-11,I2,Ascoli,Como,draw,away,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-11,I2,Cosenza,Reggiana,draw,home,3.4,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-12,P1,Arouca,Sp Braga,away,away,1.6,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,True,0.6,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2023-11
2023-11-12,I2,Brescia,Cremonese,draw,away,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-24,I2,Sampdoria,Spezia,draw,home,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-25,I2,Reggiana,Ascoli,draw,draw,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-25,I2,Parma,Modena,draw,draw,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-25,I2,Cittadella,Sudtirol,draw,home,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-25,I2,Bari,Venezia,draw,away,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-25,I2,Pisa,Brescia,draw,draw,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-26,I2,Ternana,Palermo,draw,draw,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-26,G1,Kifisia,Asteras Tripolis,draw,away,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2023-11
2023-11-26,G1,Lamia,Atromitos,draw,draw,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.3,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2023-11
2023-11-26,G1,Aris,Panathinaikos,draw,home,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2023-11
2023-11-26,I2,Catanzaro,Cosenza,draw,home,3.4,"[2.8,3.5)","[0.20,0.28)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-11-28,I2,Sudtirol,Brescia,draw,draw,2.9,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,1.9,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-11
2023-12-02,P1,Famalicao,Porto,away,away,1.57,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,True,0.57,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2023-12
2023-12-02,I2,FeralpiSalo,Cittadella,draw,away,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-02,G1,Panetolikos,Kifisia,draw,home,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2023-12
2023-12-02,I2,Spezia,Parma,draw,away,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-02,G1,Asteras Tripolis,Panserraikos,draw,home,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2023-12
2023-12-02,I2,Cosenza,Ternana,draw,away,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-02,I2,Pisa,Cremonese,draw,draw,3.4,"[2.8,3.5)","[0.20,0.28)",market_non_favorite,1.0,True,2.4,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-02,I2,Venezia,Ascoli,draw,home,3.4,"[2.8,3.5)","[0.20,0.28)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-03,P1,Moreirense,Benfica,away,draw,1.45,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2023-12
2023-12-03,I2,Sudtirol,Como,draw,away,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-03,I2,Brescia,Sampdoria,draw,home,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-03,I2,Lecco,Bari,draw,home,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-03,G1,Atromitos,Giannina,draw,draw,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.25,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2023-12
2023-12-08,P1,Vizela,Sp Braga,away,away,1.57,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,True,0.57,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2023-12
2023-12-09,P1,Guimaraes,Sp Lisbon,away,home,1.62,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2023-12
2023-12-09,I2,Cittadella,Cosenza,draw,home,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-09,I2,Ascoli,Spezia,draw,away,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-09,I2,Bari,Sudtirol,draw,home,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-09,I2,Catanzaro,Pisa,draw,home,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-10,I2,Reggiana,Brescia,draw,draw,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-10,I2,Como,Modena,draw,home,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-15,I2,Spezia,Bari,draw,home,3.0,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-16,I2,Brescia,Como,draw,home,2.9,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-16,I2,Ascoli,Catanzaro,draw,home,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-16,G1,Kifisia,Giannina,draw,home,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2023-12
2023-12-16,I2,Reggiana,Sampdoria,draw,away,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-16,I2,Modena,Cittadella,draw,draw,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-16,I2,Palermo,Pisa,draw,home,3.4,"[2.8,3.5)","[0.20,0.28)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-17,I2,Lecco,Ternana,draw,away,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-21,G1,Giannina,Panetolikos,draw,draw,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.2,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2023-12
2023-12-21,G1,OFI Crete,Asteras Tripolis,draw,away,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2023-12
2023-12-23,I2,Sudtirol,Reggiana,draw,away,3.0,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-23,I2,Catanzaro,Brescia,draw,away,3.0,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-23,I2,Cittadella,Spezia,draw,home,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-23,I2,Pisa,Ascoli,draw,home,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-23,I2,Como,Palermo,draw,draw,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-23,I2,Bari,Cosenza,draw,draw,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.3,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-26,I2,Ascoli,Cittadella,draw,draw,3.0,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-26,I2,Cosenza,Como,draw,away,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-26,I2,Reggiana,Catanzaro,draw,home,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-26,I2,Brescia,Parma,draw,away,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-26,I2,Lecco,Sudtirol,draw,home,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-26,I2,Spezia,Modena,draw,draw,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-26,I2,Ternana,Pisa,draw,draw,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.25,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-26,I2,FeralpiSalo,Venezia,draw,draw,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.3,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-26,I2,Palermo,Cremonese,draw,home,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-26,I2,Sampdoria,Bari,draw,draw,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.3,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-12
2023-12-30,P1,Portimonense,Sp Lisbon,away,away,1.33,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,True,0.33,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2023-12
2023-12-30,P1,Casa Pia,Sp Braga,away,away,1.62,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,True,0.62,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2023-12
2024-01-03,G1,Asteras Tripolis,Aris,draw,home,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-04,G1,Panetolikos,Panserraikos,draw,home,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-05,P1,Boavista,Porto,away,draw,1.4,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2024-01
2024-01-06,P1,Arouca,Benfica,away,away,1.5,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,True,0.5,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2024-01
2024-01-07,G1,Volos NFC,Atromitos,draw,away,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-07,G1,Giannina,Asteras Tripolis,draw,home,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-07,G1,Olympiakos,AEK,draw,away,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-07,G1,Panserraikos,Kifisia,draw,draw,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.3,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-08,G1,OFI Crete,Lamia,draw,draw,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.3,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-12,I2,Catanzaro,Lecco,draw,home,3.4,"[2.8,3.5)","[0.20,0.28)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-13,P1,Chaves,Sp Lisbon,away,away,1.25,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,True,0.25,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2024-01
2024-01-13,G1,Lamia,Panserraikos,draw,away,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-13,I2,Cittadella,Palermo,draw,home,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-13,I2,Sudtirol,FeralpiSalo,draw,home,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-13,I2,Como,Spezia,draw,home,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-13,I2,Pisa,Reggiana,draw,draw,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.25,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-13,I2,Modena,Brescia,draw,away,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-13,I2,Bari,Ternana,draw,home,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-14,G1,Panetolikos,Aris,draw,away,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-14,G1,Asteras Tripolis,Volos NFC,draw,home,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-14,I2,Venezia,Sampdoria,draw,home,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-18,P1,Vizela,Sp Lisbon,away,away,1.36,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,True,0.36,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2024-01
2024-01-19,I2,Sampdoria,Parma,draw,away,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-20,G1,Giannina,Panserraikos,draw,away,3.0,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-20,I2,Cosenza,Venezia,draw,home,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-20,I2,Lecco,Pisa,draw,away,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-20,I2,Brescia,Sudtirol,draw,draw,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-20,G1,OFI Crete,Panetolikos,draw,home,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-20,I2,Reggiana,Como,draw,draw,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.2,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-20,G1,Lamia,Kifisia,draw,home,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-20,I2,Ternana,Cittadella,draw,home,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-20,I2,FeralpiSalo,Catanzaro,draw,home,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-20,I2,Palermo,Modena,draw,home,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-21,G1,Aris,Olympiakos,draw,away,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-26,I2,Catanzaro,Palermo,draw,draw,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.1,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-27,I2,Sudtirol,Cosenza,draw,away,3.0,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-27,G1,Panserraikos,Volos NFC,draw,draw,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.2,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-27,I2,Pisa,Spezia,draw,away,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-27,G1,Panetolikos,Lamia,draw,away,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-27,I2,Bari,Reggiana,draw,away,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-27,I2,Modena,Parma,draw,home,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-27,I2,FeralpiSalo,Lecco,draw,home,3.4,"[2.8,3.5)","[0.20,0.28)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-28,P1,Farense,Porto,away,away,1.4,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,True,0.4,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2024-01
2024-01-28,I2,Cittadella,Sampdoria,draw,away,3.2,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2024-01
2024-01-28,G1,Asteras Tripolis,Atromitos,draw,home,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-28,G1,PAOK,Panathinaikos,draw,home,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-01
2024-01-29,P1,Estrela,Benfica,away,away,1.29,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,True,0.29,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2024-01
2024-02-03,G1,Volos NFC,Panetolikos,draw,draw,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.3,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-02
2024-02-03,G1,Panserraikos,Aris,draw,draw,3.3,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,True,2.3,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-02
2024-02-03,B1,Genk,St. Gilloise,draw,away,3.4,"[2.8,3.5)","[0.20,0.28)",market_non_favorite,1.0,False,-1.0,"league|odds_bucket|market_prob_bucket=B1|[2.8,3.5)|[0.20,0.28)",2024-02
2024-02-03,B1,Westerlo,Oud-Heverlee Leuven,away,away,3.4,"[2.8,3.5)","[0.20,0.28)",market_non_favorite,1.0,True,2.4,"league|odds_bucket|market_prob_bucket=B1|[2.8,3.5)|[0.20,0.28)",2024-02
2024-02-04,G1,Giannina,Lamia,draw,away,3.1,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-02
2024-02-04,G1,Panathinaikos,Olympiakos,draw,home,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-02
2024-02-04,B1,Eupen,Mechelen,draw,away,3.4,"[2.8,3.5)","[0.20,0.28)",market_non_favorite,1.0,False,-1.0,"league|odds_bucket|market_prob_bucket=B1|[2.8,3.5)|[0.20,0.28)",2024-02
2024-02-10,G1,Panetolikos,Atromitos,draw,home,3.25,"[2.8,3.5)","[0.28,0.34)",market_non_favorite,1.0,False,-1.0,"league|outcome|market_prob_bucket=G1|draw|[0.28,0.34)",2024-02
2024-02-11,P1,Guimaraes,Benfica,away,draw,1.62,"[1.0,1.8)","[0.55,1.00]",market_favorite,1.0,False,-1.0,"league|outcome|odds_bucket=P1|away|[1.0,1.8)",2024-02
