odds_source,profile,lookback_months,min_active_months,min_bets,min_roi,bets,profit,roi_pct,max_drawdown,active_months,positive_months,negative_months,positive_seasons,negative_seasons,latest_season,latest_season_bets,latest_season_profit,verdict,passes_gate,fail_reasons
AVG_CLOSE,default,12,6,50,0.02,21,-2.73,-13.0,9.0,3,2,1,1,1,2016-17,9,3.05,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'drawdown>profit', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
AVG_CLOSE,lookback18,18,6,50,0.02,109,-14.74,-13.52,26.63,18,8,10,2,6,2023-24,12,-2.86,rejected_negative_edge,False,"['roi<3%', 'profit<=0', 'positive_months<=negative_months', 'drawdown>profit', 'latest_season_profit<0', 'positive_seasons<=negative_seasons']"
AVG_CLOSE,stricter_selection,12,8,80,0.04,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
PS_CLOSE,default,12,6,50,0.02,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
PS_CLOSE,lookback18,18,6,50,0.02,93,-11.09,-11.92,21.49,19,10,9,4,4,2024-25,5,-5.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'drawdown>profit', 'latest_season_bets<10', 'latest_season_profit<0', 'positive_seasons<=negative_seasons']"
PS_CLOSE,stricter_selection,12,8,80,0.04,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
MAX_CLOSE,default,12,6,50,0.02,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
MAX_CLOSE,lookback18,18,6,50,0.02,74,-28.64,-38.7,29.72,16,5,11,2,6,2024-25,4,-4.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'positive_months<=negative_months', 'drawdown>profit', 'latest_season_bets<10', 'latest_season_profit<0', 'positive_seasons<=negative_seasons']"
MAX_CLOSE,stricter_selection,12,8,80,0.04,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
B365_CLOSE,default,12,6,50,0.02,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
B365_CLOSE,lookback18,18,6,50,0.02,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
B365_CLOSE,stricter_selection,12,8,80,0.04,0,0.0,0.0,0.0,0,0,0,0,0,,0,0.0,rejected_negative_edge,False,"['bets<100', 'roi<3%', 'profit<=0', 'active_months<12', 'positive_months<=negative_months', 'latest_season_bets<10', 'positive_seasons<=negative_seasons']"
